filename,group
30151.npz,C 1 2 1 (No. 5)
30152.npz,P 1 21 1 (No. 4)
30153.npz,P 1 21 1 (No. 4)
30154.npz,P 1 21 1 (No. 4)
30155.npz,P 1 21 1 (No. 4)
30156.npz,P 1 21 1 (No. 4)
30157.npz,C 1 2 1 (No. 5)
30158.npz,P 1 21 1 (No. 4)
30159.npz,C 1 2 1 (No. 5)
30160.npz,P 1 21 1 (No. 4)
30161.npz,P 1 21 1 (No. 4)
30162.npz,P 1 21 1 (No. 4)
30163.npz,P 1 21 1 (No. 4)
30164.npz,C 1 2 1 (No. 5)
30165.npz,C 1 2 1 (No. 5)
30166.npz,P 1 21 1 (No. 4)
30167.npz,C 1 2 1 (No. 5)
30168.npz,C 1 2 1 (No. 5)
30169.npz,C 1 2 1 (No. 5)
30170.npz,C 1 2 1 (No. 5)
30171.npz,C 1 2 1 (No. 5)
30172.npz,C 1 2 1 (No. 5)
30173.npz,C 1 2 1 (No. 5)
30174.npz,P 1 21 1 (No. 4)
30175.npz,P 1 21 1 (No. 4)
30176.npz,P 1 21 1 (No. 4)
30177.npz,P 1 21 1 (No. 4)
30178.npz,C 1 2 1 (No. 5)
30179.npz,P 1 21 1 (No. 4)
30180.npz,P 1 21 1 (No. 4)
30181.npz,C 1 2 1 (No. 5)
30182.npz,C 1 2 1 (No. 5)
30183.npz,P 1 21 1 (No. 4)
30184.npz,C 1 2 1 (No. 5)
30185.npz,P 1 21 1 (No. 4)
30186.npz,C 1 2 1 (No. 5)
30187.npz,C 1 2 1 (No. 5)
30188.npz,C 1 2 1 (No. 5)
30189.npz,C 1 2 1 (No. 5)
30190.npz,C 1 2 1 (No. 5)
30191.npz,P 1 21 1 (No. 4)
30192.npz,P 1 21 1 (No. 4)
30193.npz,P 1 21 1 (No. 4)
30194.npz,C 1 2 1 (No. 5)
30195.npz,P 1 21 1 (No. 4)
30196.npz,C 1 2 1 (No. 5)
30197.npz,P 1 21 1 (No. 4)
30198.npz,P 1 21 1 (No. 4)
30199.npz,C 1 2 1 (No. 5)
30200.npz,P 1 21 1 (No. 4)
30201.npz,C 1 2 1 (No. 5)
30202.npz,C 1 2 1 (No. 5)
30203.npz,C 1 2 1 (No. 5)
30204.npz,P 1 21 1 (No. 4)
30205.npz,P 1 21 1 (No. 4)
30206.npz,C 1 2 1 (No. 5)
30207.npz,C 1 2 1 (No. 5)
30208.npz,P 1 21 1 (No. 4)
30209.npz,C 1 2 1 (No. 5)
30210.npz,P 1 21 1 (No. 4)
30211.npz,P 1 21 1 (No. 4)
30212.npz,P 1 21 1 (No. 4)
30213.npz,C 1 2 1 (No. 5)
30214.npz,P 1 21 1 (No. 4)
30215.npz,P 1 21 1 (No. 4)
30216.npz,P 1 21 1 (No. 4)
30217.npz,P 1 21 1 (No. 4)
30218.npz,C 1 2 1 (No. 5)
30219.npz,C 1 2 1 (No. 5)
30220.npz,C 1 2 1 (No. 5)
30221.npz,C 1 2 1 (No. 5)
30222.npz,P 1 21 1 (No. 4)
30223.npz,C 1 2 1 (No. 5)
30224.npz,C 1 2 1 (No. 5)
30225.npz,P 1 21 1 (No. 4)
30226.npz,C 1 2 1 (No. 5)
30227.npz,C 1 2 1 (No. 5)
30228.npz,C 1 2 1 (No. 5)
30229.npz,P 1 21 1 (No. 4)
30230.npz,C 1 2 1 (No. 5)
30231.npz,P 1 21 1 (No. 4)
30232.npz,C 1 2 1 (No. 5)
30233.npz,P 1 21 1 (No. 4)
30234.npz,P 1 21 1 (No. 4)
30235.npz,C 1 2 1 (No. 5)
30236.npz,C 1 2 1 (No. 5)
30237.npz,P 1 21 1 (No. 4)
30238.npz,C 1 2 1 (No. 5)
30239.npz,P 1 21 1 (No. 4)
30240.npz,C 1 2 1 (No. 5)
30241.npz,C 1 2 1 (No. 5)
30242.npz,C 1 2 1 (No. 5)
30243.npz,P 1 21 1 (No. 4)
30244.npz,P 1 21 1 (No. 4)
30245.npz,P 1 21 1 (No. 4)
30246.npz,P 1 21 1 (No. 4)
30247.npz,C 1 2 1 (No. 5)
30248.npz,C 1 2 1 (No. 5)
30249.npz,P 1 21 1 (No. 4)
30250.npz,P 1 21 1 (No. 4)
30251.npz,C 1 2 1 (No. 5)
30252.npz,P 1 21 1 (No. 4)
30253.npz,C 1 2 1 (No. 5)
30254.npz,P 1 21 1 (No. 4)
30255.npz,C 1 2 1 (No. 5)
30256.npz,C 1 2 1 (No. 5)
30257.npz,P 1 21 1 (No. 4)
30258.npz,C 1 2 1 (No. 5)
30259.npz,P 1 21 1 (No. 4)
30260.npz,C 1 2 1 (No. 5)
30261.npz,C 1 2 1 (No. 5)
30262.npz,P 1 21 1 (No. 4)
30263.npz,P 1 21 1 (No. 4)
30264.npz,C 1 2 1 (No. 5)
30265.npz,C 1 2 1 (No. 5)
30266.npz,C 1 2 1 (No. 5)
30267.npz,P 1 21 1 (No. 4)
30268.npz,C 1 2 1 (No. 5)
30269.npz,P 1 21 1 (No. 4)
30270.npz,P 1 21 1 (No. 4)
30271.npz,P 1 21 1 (No. 4)
30272.npz,P 1 21 1 (No. 4)
30273.npz,P 1 21 1 (No. 4)
30274.npz,C 1 2 1 (No. 5)
30275.npz,C 1 2 1 (No. 5)
30276.npz,C 1 2 1 (No. 5)
30277.npz,P 1 21 1 (No. 4)
30278.npz,P 1 21 1 (No. 4)
30279.npz,P 1 21 1 (No. 4)
30280.npz,C 1 2 1 (No. 5)
30281.npz,P 1 21 1 (No. 4)
30282.npz,C 1 2 1 (No. 5)
30283.npz,P 1 21 1 (No. 4)
30284.npz,P 1 21 1 (No. 4)
30285.npz,P 1 21 1 (No. 4)
30286.npz,C 1 2 1 (No. 5)
30287.npz,P 1 21 1 (No. 4)
30288.npz,C 1 2 1 (No. 5)
30289.npz,C 1 2 1 (No. 5)
30290.npz,C 1 2 1 (No. 5)
30291.npz,P 1 21 1 (No. 4)
30292.npz,C 1 2 1 (No. 5)
30293.npz,C 1 2 1 (No. 5)
30294.npz,C 1 2 1 (No. 5)
30295.npz,P 1 21 1 (No. 4)
30296.npz,C 1 2 1 (No. 5)
30297.npz,C 1 2 1 (No. 5)
30298.npz,C 1 2 1 (No. 5)
30299.npz,C 1 2 1 (No. 5)
30300.npz,P 1 21 1 (No. 4)
30301.npz,C 1 2 1 (No. 5)
30302.npz,C 1 2 1 (No. 5)
30303.npz,P 1 21 1 (No. 4)
30304.npz,P 1 21 1 (No. 4)
30305.npz,P 1 21 1 (No. 4)
30306.npz,P 1 21 1 (No. 4)
30307.npz,P 1 21 1 (No. 4)
30308.npz,P 1 21 1 (No. 4)
30309.npz,C 1 2 1 (No. 5)
30310.npz,P 1 21 1 (No. 4)
30311.npz,P 1 21 1 (No. 4)
30312.npz,P 1 21 1 (No. 4)
30313.npz,P 1 21 1 (No. 4)
30314.npz,C 1 2 1 (No. 5)
30315.npz,C 1 2 1 (No. 5)
30316.npz,C 1 2 1 (No. 5)
30317.npz,C 1 2 1 (No. 5)
30318.npz,C 1 2 1 (No. 5)
30319.npz,P 1 21 1 (No. 4)
30320.npz,P 1 21 1 (No. 4)
30321.npz,P 1 21 1 (No. 4)
30322.npz,P 1 21 1 (No. 4)
30323.npz,P 1 21 1 (No. 4)
30324.npz,P 1 21 1 (No. 4)
30325.npz,C 1 2 1 (No. 5)
30326.npz,C 1 2 1 (No. 5)
30327.npz,P 1 21 1 (No. 4)
30328.npz,C 1 2 1 (No. 5)
30329.npz,C 1 2 1 (No. 5)
30330.npz,P 1 21 1 (No. 4)
30331.npz,P 1 21 1 (No. 4)
30332.npz,P 1 21 1 (No. 4)
30333.npz,P 1 21 1 (No. 4)
30334.npz,C 1 2 1 (No. 5)
30335.npz,C 1 2 1 (No. 5)
30336.npz,P 1 21 1 (No. 4)
30337.npz,P 1 21 1 (No. 4)
30338.npz,C 1 2 1 (No. 5)
30339.npz,P 1 21 1 (No. 4)
30340.npz,C 1 2 1 (No. 5)
30341.npz,C 1 2 1 (No. 5)
30342.npz,C 1 2 1 (No. 5)
30343.npz,C 1 2 1 (No. 5)
30344.npz,P 1 21 1 (No. 4)
30345.npz,C 1 2 1 (No. 5)
30346.npz,P 1 21 1 (No. 4)
30347.npz,C 1 2 1 (No. 5)
30348.npz,C 1 2 1 (No. 5)
30349.npz,C 1 2 1 (No. 5)
30350.npz,P 1 21 1 (No. 4)
30351.npz,P 1 21 1 (No. 4)
30352.npz,P 1 21 1 (No. 4)
30353.npz,C 1 2 1 (No. 5)
30354.npz,C 1 2 1 (No. 5)
30355.npz,C 1 2 1 (No. 5)
30356.npz,P 1 21 1 (No. 4)
30357.npz,C 1 2 1 (No. 5)
30358.npz,C 1 2 1 (No. 5)
30359.npz,C 1 2 1 (No. 5)
30360.npz,P 1 21 1 (No. 4)
30361.npz,C 1 2 1 (No. 5)
30362.npz,P 1 21 1 (No. 4)
30363.npz,C 1 2 1 (No. 5)
30364.npz,C 1 2 1 (No. 5)
30365.npz,P 1 21 1 (No. 4)
30366.npz,C 1 2 1 (No. 5)
30367.npz,C 1 2 1 (No. 5)
30368.npz,P 1 21 1 (No. 4)
30369.npz,C 1 2 1 (No. 5)
30370.npz,P 1 21 1 (No. 4)
30371.npz,P 1 21 1 (No. 4)
30372.npz,P 1 21 1 (No. 4)
30373.npz,P 1 21 1 (No. 4)
30374.npz,C 1 2 1 (No. 5)
30375.npz,C 1 2 1 (No. 5)
30376.npz,C 1 2 1 (No. 5)
30377.npz,P 1 21 1 (No. 4)
30378.npz,C 1 2 1 (No. 5)
30379.npz,C 1 2 1 (No. 5)
30380.npz,C 1 2 1 (No. 5)
30381.npz,C 1 2 1 (No. 5)
30382.npz,C 1 2 1 (No. 5)
30383.npz,C 1 2 1 (No. 5)
30384.npz,C 1 2 1 (No. 5)
30385.npz,C 1 2 1 (No. 5)
30386.npz,C 1 2 1 (No. 5)
30387.npz,P 1 21 1 (No. 4)
30388.npz,C 1 2 1 (No. 5)
30389.npz,P 1 21 1 (No. 4)
30390.npz,P 1 21 1 (No. 4)
30391.npz,P 1 21 1 (No. 4)
30392.npz,P 1 21 1 (No. 4)
30393.npz,P 1 21 1 (No. 4)
30394.npz,C 1 2 1 (No. 5)
30395.npz,P 1 21 1 (No. 4)
30396.npz,C 1 2 1 (No. 5)
30397.npz,P 1 21 1 (No. 4)
30398.npz,C 1 2 1 (No. 5)
30399.npz,C 1 2 1 (No. 5)
30400.npz,P 1 21 1 (No. 4)
30401.npz,C 1 2 1 (No. 5)
30402.npz,P 1 21 1 (No. 4)
30403.npz,C 1 2 1 (No. 5)
30404.npz,P 1 21 1 (No. 4)
30405.npz,C 1 2 1 (No. 5)
30406.npz,C 1 2 1 (No. 5)
30407.npz,C 1 2 1 (No. 5)
30408.npz,P 1 21 1 (No. 4)
30409.npz,C 1 2 1 (No. 5)
30410.npz,C 1 2 1 (No. 5)
30411.npz,P 1 21 1 (No. 4)
30412.npz,P 1 21 1 (No. 4)
30413.npz,P 1 21 1 (No. 4)
30414.npz,P 1 21 1 (No. 4)
30415.npz,C 1 2 1 (No. 5)
30416.npz,C 1 2 1 (No. 5)
30417.npz,P 1 21 1 (No. 4)
30418.npz,C 1 2 1 (No. 5)
30419.npz,C 1 2 1 (No. 5)
30420.npz,C 1 2 1 (No. 5)
30421.npz,C 1 2 1 (No. 5)
30422.npz,P 1 21 1 (No. 4)
30423.npz,C 1 2 1 (No. 5)
30424.npz,C 1 2 1 (No. 5)
30425.npz,P 1 21 1 (No. 4)
30426.npz,C 1 2 1 (No. 5)
30427.npz,C 1 2 1 (No. 5)
30428.npz,C 1 2 1 (No. 5)
30429.npz,P 1 21 1 (No. 4)
30430.npz,C 1 2 1 (No. 5)
30431.npz,C 1 2 1 (No. 5)
30432.npz,C 1 2 1 (No. 5)
30433.npz,P 1 21 1 (No. 4)
30434.npz,P 1 21 1 (No. 4)
30435.npz,C 1 2 1 (No. 5)
30436.npz,P 1 21 1 (No. 4)
30437.npz,P 1 21 1 (No. 4)
30438.npz,P 1 21 1 (No. 4)
30439.npz,C 1 2 1 (No. 5)
30440.npz,C 1 2 1 (No. 5)
30441.npz,P 1 21 1 (No. 4)
30442.npz,P 1 21 1 (No. 4)
30443.npz,P 1 21 1 (No. 4)
30444.npz,C 1 2 1 (No. 5)
30445.npz,C 1 2 1 (No. 5)
30446.npz,P 1 21 1 (No. 4)
30447.npz,P 1 21 1 (No. 4)
30448.npz,C 1 2 1 (No. 5)
30449.npz,P 1 21 1 (No. 4)
30450.npz,P 1 21 1 (No. 4)
30451.npz,C 1 2 1 (No. 5)
30452.npz,C 1 2 1 (No. 5)
30453.npz,C 1 2 1 (No. 5)
30454.npz,P 1 21 1 (No. 4)
30455.npz,C 1 2 1 (No. 5)
30456.npz,P 1 21 1 (No. 4)
30457.npz,C 1 2 1 (No. 5)
30458.npz,P 1 21 1 (No. 4)
30459.npz,C 1 2 1 (No. 5)
30460.npz,C 1 2 1 (No. 5)
30461.npz,P 1 21 1 (No. 4)
30462.npz,C 1 2 1 (No. 5)
30463.npz,C 1 2 1 (No. 5)
30464.npz,C 1 2 1 (No. 5)
30465.npz,P 1 21 1 (No. 4)
30466.npz,C 1 2 1 (No. 5)
30467.npz,C 1 2 1 (No. 5)
30468.npz,C 1 2 1 (No. 5)
30469.npz,P 1 21 1 (No. 4)
30470.npz,P 1 21 1 (No. 4)
30471.npz,C 1 2 1 (No. 5)
30472.npz,C 1 2 1 (No. 5)
30473.npz,C 1 2 1 (No. 5)
30474.npz,P 1 21 1 (No. 4)
30475.npz,C 1 2 1 (No. 5)
30476.npz,P 1 21 1 (No. 4)
30477.npz,P 1 21 1 (No. 4)
30478.npz,P 1 21 1 (No. 4)
30479.npz,P 1 21 1 (No. 4)
30480.npz,C 1 2 1 (No. 5)
30481.npz,C 1 2 1 (No. 5)
30482.npz,P 1 21 1 (No. 4)
30483.npz,P 1 21 1 (No. 4)
30484.npz,C 1 2 1 (No. 5)
30485.npz,C 1 2 1 (No. 5)
30486.npz,C 1 2 1 (No. 5)
30487.npz,C 1 2 1 (No. 5)
30488.npz,P 1 21 1 (No. 4)
30489.npz,C 1 2 1 (No. 5)
30490.npz,P 1 21 1 (No. 4)
30491.npz,P 1 21 1 (No. 4)
30492.npz,P 1 21 1 (No. 4)
30493.npz,C 1 2 1 (No. 5)
30494.npz,P 1 21 1 (No. 4)
30495.npz,P 1 21 1 (No. 4)
30496.npz,C 1 2 1 (No. 5)
30497.npz,C 1 2 1 (No. 5)
30498.npz,P 1 21 1 (No. 4)
30499.npz,C 1 2 1 (No. 5)
30500.npz,C 1 2 1 (No. 5)
30501.npz,C 1 2 1 (No. 5)
30502.npz,P 1 21 1 (No. 4)
30503.npz,C 1 2 1 (No. 5)
30504.npz,C 1 2 1 (No. 5)
30505.npz,P 1 21 1 (No. 4)
30506.npz,C 1 2 1 (No. 5)
30507.npz,P 1 21 1 (No. 4)
30508.npz,C 1 2 1 (No. 5)
30509.npz,P 1 21 1 (No. 4)
30510.npz,C 1 2 1 (No. 5)
30511.npz,P 1 21 1 (No. 4)
30512.npz,C 1 2 1 (No. 5)
30513.npz,C 1 2 1 (No. 5)
30514.npz,P 1 21 1 (No. 4)
30515.npz,P 1 21 1 (No. 4)
30516.npz,P 1 21 1 (No. 4)
30517.npz,P 1 21 1 (No. 4)
30518.npz,C 1 2 1 (No. 5)
30519.npz,C 1 2 1 (No. 5)
30520.npz,C 1 2 1 (No. 5)
30521.npz,C 1 2 1 (No. 5)
30522.npz,P 1 21 1 (No. 4)
30523.npz,P 1 21 1 (No. 4)
30524.npz,C 1 2 1 (No. 5)
30525.npz,P 1 21 1 (No. 4)
30526.npz,P 1 21 1 (No. 4)
30527.npz,C 1 2 1 (No. 5)
30528.npz,P 1 21 1 (No. 4)
30529.npz,C 1 2 1 (No. 5)
30530.npz,C 1 2 1 (No. 5)
30531.npz,C 1 2 1 (No. 5)
30532.npz,P 1 21 1 (No. 4)
30533.npz,C 1 2 1 (No. 5)
30534.npz,C 1 2 1 (No. 5)
30535.npz,P 1 21 1 (No. 4)
30536.npz,P 1 21 1 (No. 4)
30537.npz,C 1 2 1 (No. 5)
30538.npz,P 1 21 1 (No. 4)
30539.npz,P 1 21 1 (No. 4)
30540.npz,C 1 2 1 (No. 5)
30541.npz,P 1 21 1 (No. 4)
30542.npz,P 1 21 1 (No. 4)
30543.npz,C 1 2 1 (No. 5)
30544.npz,P 1 21 1 (No. 4)
30545.npz,C 1 2 1 (No. 5)
30546.npz,P 1 21 1 (No. 4)
30547.npz,P 1 21 1 (No. 4)
30548.npz,P 1 21 1 (No. 4)
30549.npz,P 1 21 1 (No. 4)
30550.npz,P 1 21 1 (No. 4)
30551.npz,C 1 2 1 (No. 5)
30552.npz,C 1 2 1 (No. 5)
30553.npz,C 1 2 1 (No. 5)
30554.npz,P 1 21 1 (No. 4)
30555.npz,P 1 21 1 (No. 4)
30556.npz,P 1 21 1 (No. 4)
30557.npz,P 1 21 1 (No. 4)
30558.npz,P 1 21 1 (No. 4)
30559.npz,C 1 2 1 (No. 5)
30560.npz,C 1 2 1 (No. 5)
30561.npz,P 1 21 1 (No. 4)
30562.npz,P 1 21 1 (No. 4)
30563.npz,P 1 21 1 (No. 4)
30564.npz,C 1 2 1 (No. 5)
30565.npz,P 1 21 1 (No. 4)
30566.npz,C 1 2 1 (No. 5)
30567.npz,P 1 21 1 (No. 4)
30568.npz,P 1 21 1 (No. 4)
30569.npz,C 1 2 1 (No. 5)
30570.npz,P 1 21 1 (No. 4)
30571.npz,P 1 21 1 (No. 4)
30572.npz,P 1 21 1 (No. 4)
30573.npz,P 1 21 1 (No. 4)
30574.npz,C 1 2 1 (No. 5)
30575.npz,C 1 2 1 (No. 5)
30576.npz,C 1 2 1 (No. 5)
30577.npz,P 1 21 1 (No. 4)
30578.npz,C 1 2 1 (No. 5)
30579.npz,C 1 2 1 (No. 5)
30580.npz,P 1 21 1 (No. 4)
30581.npz,C 1 2 1 (No. 5)
30582.npz,C 1 2 1 (No. 5)
30583.npz,C 1 2 1 (No. 5)
30584.npz,C 1 2 1 (No. 5)
30585.npz,P 1 21 1 (No. 4)
30586.npz,P 1 21 1 (No. 4)
30587.npz,C 1 2 1 (No. 5)
30588.npz,P 1 21 1 (No. 4)
30589.npz,C 1 2 1 (No. 5)
30590.npz,P 1 21 1 (No. 4)
30591.npz,C 1 2 1 (No. 5)
30592.npz,C 1 2 1 (No. 5)
30593.npz,P 1 21 1 (No. 4)
30594.npz,P 1 21 1 (No. 4)
30595.npz,P 1 21 1 (No. 4)
30596.npz,P 1 21 1 (No. 4)
30597.npz,P 1 21 1 (No. 4)
30598.npz,C 1 2 1 (No. 5)
30599.npz,C 1 2 1 (No. 5)
30600.npz,P 1 21 1 (No. 4)
30601.npz,P 1 21 1 (No. 4)
30602.npz,C 1 2 1 (No. 5)
30603.npz,P 1 21 1 (No. 4)
30604.npz,P 1 21 1 (No. 4)
30605.npz,C 1 2 1 (No. 5)
30606.npz,C 1 2 1 (No. 5)
30607.npz,C 1 2 1 (No. 5)
30608.npz,C 1 2 1 (No. 5)
30609.npz,P 1 21 1 (No. 4)
30610.npz,P 1 21 1 (No. 4)
30611.npz,P 1 21 1 (No. 4)
30612.npz,P 1 21 1 (No. 4)
30613.npz,C 1 2 1 (No. 5)
30614.npz,P 1 21 1 (No. 4)
30615.npz,C 1 2 1 (No. 5)
30616.npz,C 1 2 1 (No. 5)
30617.npz,C 1 2 1 (No. 5)
30618.npz,P 1 21 1 (No. 4)
30619.npz,P 1 21 1 (No. 4)
30620.npz,C 1 2 1 (No. 5)
30621.npz,P 1 21 1 (No. 4)
30622.npz,P 1 21 1 (No. 4)
30623.npz,C 1 2 1 (No. 5)
30624.npz,C 1 2 1 (No. 5)
30625.npz,P 1 21 1 (No. 4)
30626.npz,P 1 21 1 (No. 4)
30627.npz,C 1 2 1 (No. 5)
30628.npz,P 1 21 1 (No. 4)
30629.npz,C 1 2 1 (No. 5)
30630.npz,P 1 21 1 (No. 4)
30631.npz,P 1 21 1 (No. 4)
30632.npz,C 1 2 1 (No. 5)
30633.npz,C 1 2 1 (No. 5)
30634.npz,P 1 21 1 (No. 4)
30635.npz,P 1 21 1 (No. 4)
30636.npz,P 1 21 1 (No. 4)
30637.npz,C 1 2 1 (No. 5)
30638.npz,C 1 2 1 (No. 5)
30639.npz,P 1 21 1 (No. 4)
30640.npz,P 1 21 1 (No. 4)
30641.npz,C 1 2 1 (No. 5)
30642.npz,C 1 2 1 (No. 5)
30643.npz,C 1 2 1 (No. 5)
30644.npz,P 1 21 1 (No. 4)
30645.npz,P 1 21 1 (No. 4)
30646.npz,P 1 21 1 (No. 4)
30647.npz,P 1 21 1 (No. 4)
30648.npz,P 1 21 1 (No. 4)
30649.npz,P 1 21 1 (No. 4)
30650.npz,C 1 2 1 (No. 5)
30651.npz,C 1 2 1 (No. 5)
30652.npz,C 1 2 1 (No. 5)
30653.npz,P 1 21 1 (No. 4)
30654.npz,P 1 21 1 (No. 4)
30655.npz,C 1 2 1 (No. 5)
30656.npz,P 1 21 1 (No. 4)
30657.npz,P 1 21 1 (No. 4)
30658.npz,P 1 21 1 (No. 4)
30659.npz,C 1 2 1 (No. 5)
30660.npz,C 1 2 1 (No. 5)
30661.npz,P 1 21 1 (No. 4)
30662.npz,P 1 21 1 (No. 4)
30663.npz,P 1 21 1 (No. 4)
30664.npz,P 1 21 1 (No. 4)
30665.npz,P 1 21 1 (No. 4)
30666.npz,P 1 21 1 (No. 4)
30667.npz,P 1 21 1 (No. 4)
30668.npz,C 1 2 1 (No. 5)
30669.npz,C 1 2 1 (No. 5)
30670.npz,P 1 21 1 (No. 4)
30671.npz,C 1 2 1 (No. 5)
30672.npz,C 1 2 1 (No. 5)
30673.npz,P 1 21 1 (No. 4)
30674.npz,P 1 21 1 (No. 4)
30675.npz,C 1 2 1 (No. 5)
30676.npz,P 1 21 1 (No. 4)
30677.npz,C 1 2 1 (No. 5)
30678.npz,C 1 2 1 (No. 5)
30679.npz,P 1 21 1 (No. 4)
30680.npz,C 1 2 1 (No. 5)
30681.npz,C 1 2 1 (No. 5)
30682.npz,P 1 21 1 (No. 4)
30683.npz,P 1 21 1 (No. 4)
30684.npz,C 1 2 1 (No. 5)
30685.npz,C 1 2 1 (No. 5)
30686.npz,C 1 2 1 (No. 5)
30687.npz,P 1 21 1 (No. 4)
30688.npz,C 1 2 1 (No. 5)
30689.npz,C 1 2 1 (No. 5)
30690.npz,C 1 2 1 (No. 5)
30691.npz,C 1 2 1 (No. 5)
30692.npz,C 1 2 1 (No. 5)
30693.npz,C 1 2 1 (No. 5)
30694.npz,P 1 21 1 (No. 4)
30695.npz,P 1 21 1 (No. 4)
30696.npz,P 1 21 1 (No. 4)
30697.npz,C 1 2 1 (No. 5)
30698.npz,C 1 2 1 (No. 5)
30699.npz,C 1 2 1 (No. 5)
30700.npz,P 1 21 1 (No. 4)
30701.npz,P 1 21 1 (No. 4)
30702.npz,P 1 21 1 (No. 4)
30703.npz,C 1 2 1 (No. 5)
30704.npz,P 1 21 1 (No. 4)
30705.npz,P 1 21 1 (No. 4)
30706.npz,C 1 2 1 (No. 5)
30707.npz,C 1 2 1 (No. 5)
30708.npz,C 1 2 1 (No. 5)
30709.npz,C 1 2 1 (No. 5)
30710.npz,P 1 21 1 (No. 4)
30711.npz,C 1 2 1 (No. 5)
30712.npz,P 1 21 1 (No. 4)
30713.npz,C 1 2 1 (No. 5)
30714.npz,C 1 2 1 (No. 5)
30715.npz,P 1 21 1 (No. 4)
30716.npz,P 1 21 1 (No. 4)
30717.npz,P 1 21 1 (No. 4)
30718.npz,P 1 21 1 (No. 4)
30719.npz,P 1 21 1 (No. 4)
30720.npz,C 1 2 1 (No. 5)
30721.npz,P 1 21 1 (No. 4)
30722.npz,P 1 21 1 (No. 4)
30723.npz,P 1 21 1 (No. 4)
30724.npz,C 1 2 1 (No. 5)
30725.npz,C 1 2 1 (No. 5)
30726.npz,P 1 21 1 (No. 4)
30727.npz,C 1 2 1 (No. 5)
30728.npz,C 1 2 1 (No. 5)
30729.npz,C 1 2 1 (No. 5)
30730.npz,P 1 21 1 (No. 4)
30731.npz,P 1 21 1 (No. 4)
30732.npz,C 1 2 1 (No. 5)
30733.npz,P 1 21 1 (No. 4)
30734.npz,C 1 2 1 (No. 5)
30735.npz,P 1 21 1 (No. 4)
30736.npz,C 1 2 1 (No. 5)
30737.npz,C 1 2 1 (No. 5)
30738.npz,C 1 2 1 (No. 5)
30739.npz,C 1 2 1 (No. 5)
30740.npz,P 1 21 1 (No. 4)
30741.npz,C 1 2 1 (No. 5)
30742.npz,P 1 21 1 (No. 4)
30743.npz,C 1 2 1 (No. 5)
30744.npz,C 1 2 1 (No. 5)
30745.npz,P 1 21 1 (No. 4)
30746.npz,P 1 21 1 (No. 4)
30747.npz,C 1 2 1 (No. 5)
30748.npz,C 1 2 1 (No. 5)
30749.npz,C 1 2 1 (No. 5)
30750.npz,P 1 21 1 (No. 4)
30751.npz,P 1 21 1 (No. 4)
30752.npz,P 1 21 1 (No. 4)
30753.npz,P 1 21 1 (No. 4)
30754.npz,P 1 21 1 (No. 4)
30755.npz,C 1 2 1 (No. 5)
30756.npz,P 1 21 1 (No. 4)
30757.npz,C 1 2 1 (No. 5)
30758.npz,C 1 2 1 (No. 5)
30759.npz,C 1 2 1 (No. 5)
30760.npz,P 1 21 1 (No. 4)
30761.npz,P 1 21 1 (No. 4)
30762.npz,P 1 21 1 (No. 4)
30763.npz,C 1 2 1 (No. 5)
30764.npz,P 1 21 1 (No. 4)
30765.npz,P 1 21 1 (No. 4)
30766.npz,C 1 2 1 (No. 5)
30767.npz,P 1 21 1 (No. 4)
30768.npz,P 1 21 1 (No. 4)
30769.npz,C 1 2 1 (No. 5)
30770.npz,C 1 2 1 (No. 5)
30771.npz,C 1 2 1 (No. 5)
30772.npz,C 1 2 1 (No. 5)
30773.npz,P 1 21 1 (No. 4)
30774.npz,P 1 21 1 (No. 4)
30775.npz,C 1 2 1 (No. 5)
30776.npz,P 1 21 1 (No. 4)
30777.npz,P 1 21 1 (No. 4)
30778.npz,P 1 21 1 (No. 4)
30779.npz,C 1 2 1 (No. 5)
30780.npz,P 1 21 1 (No. 4)
30781.npz,C 1 2 1 (No. 5)
30782.npz,P 1 21 1 (No. 4)
30783.npz,C 1 2 1 (No. 5)
30784.npz,P 1 21 1 (No. 4)
30785.npz,P 1 21 1 (No. 4)
30786.npz,P 1 21 1 (No. 4)
30787.npz,P 1 21 1 (No. 4)
30788.npz,C 1 2 1 (No. 5)
30789.npz,P 1 21 1 (No. 4)
30790.npz,P 1 21 1 (No. 4)
30791.npz,P 1 21 1 (No. 4)
30792.npz,C 1 2 1 (No. 5)
30793.npz,C 1 2 1 (No. 5)
30794.npz,P 1 21 1 (No. 4)
30795.npz,P 1 21 1 (No. 4)
30796.npz,P 1 21 1 (No. 4)
30797.npz,C 1 2 1 (No. 5)
30798.npz,C 1 2 1 (No. 5)
30799.npz,P 1 21 1 (No. 4)
30800.npz,C 1 2 1 (No. 5)
30801.npz,P 1 21 1 (No. 4)
30802.npz,P 1 21 1 (No. 4)
30803.npz,P 1 21 1 (No. 4)
30804.npz,P 1 21 1 (No. 4)
30805.npz,P 1 21 1 (No. 4)
30806.npz,C 1 2 1 (No. 5)
30807.npz,C 1 2 1 (No. 5)
30808.npz,C 1 2 1 (No. 5)
30809.npz,P 1 21 1 (No. 4)
30810.npz,C 1 2 1 (No. 5)
30811.npz,P 1 21 1 (No. 4)
30812.npz,P 1 21 1 (No. 4)
30813.npz,P 1 21 1 (No. 4)
30814.npz,P 1 21 1 (No. 4)
30815.npz,P 1 21 1 (No. 4)
30816.npz,C 1 2 1 (No. 5)
